timestamp,section_id,ch4_pct,co_ppm,co2_pct,air_velocity_ms,temperature_c,humidity_pct,dust_pm10_mg,is_anomaly,alert_msg
1716108160,SEC-UG-L3,0.43,7,0.24,0.86,30.5,80.0,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716108280,SEC-UG-L3,0.12,12,0.22,1.86,25.8,82.5,72,0,NORMAL: Environmental telemetry within statutory parameters.
1716108400,SEC-UG-L1,0.19,15,0.16,1.35,30.7,64.2,62,0,NORMAL: Environmental telemetry within statutory parameters.
1716108520,SEC-PIT-A,0.12,11,0.2,2.28,35.2,78.0,56,0,NORMAL: Environmental telemetry within statutory parameters.
1716108640,SEC-HAUL-RD,0.07,8,0.19,3.02,25.9,74.7,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716108760,SEC-UG-L1,0.23,5,0.18,1.54,25.7,77.0,63,0,NORMAL: Environmental telemetry within statutory parameters.
1716108880,SEC-PIT-B,0.08,10,0.25,2.33,33.7,83.7,36,0,NORMAL: Environmental telemetry within statutory parameters.
1716109000,SEC-MAGAZINE,0.12,8,0.28,1.76,34.9,74.2,47,0,NORMAL: Environmental telemetry within statutory parameters.
1716109120,SEC-UG-L3,0.31,20,0.34,3.13,29.1,74.6,42,0,NORMAL: Environmental telemetry within statutory parameters.
1716109240,SEC-UG-L2,0.42,10,0.15,2.52,24.5,77.1,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716109360,SEC-MAGAZINE,0.12,4,0.35,1.12,24.7,66.4,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716109480,SEC-HAUL-RD,0.09,4,0.24,2.68,33.1,62.0,75,0,NORMAL: Environmental telemetry within statutory parameters.
1716109600,SEC-WORKSHOP-3,0.05,6,0.11,2.21,29.6,75.9,111,0,NORMAL: Environmental telemetry within statutory parameters.
1716109720,SEC-HAUL-RD,0.14,10,0.31,1.27,31.3,81.2,138,0,NORMAL: Environmental telemetry within statutory parameters.
1716109840,SEC-PIT-A,0.08,7,0.23,1.22,29.6,67.9,99,0,NORMAL: Environmental telemetry within statutory parameters.
1716109960,SEC-UG-L3,0.31,13,0.16,2.15,31.2,63.1,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716110080,SEC-UG-L1,0.2,19,0.22,1.19,32.7,78.8,43,0,NORMAL: Environmental telemetry within statutory parameters.
1716110200,SEC-PIT-B,0.09,11,0.33,1.26,32.8,66.0,48,0,NORMAL: Environmental telemetry within statutory parameters.
1716110320,SEC-MAGAZINE,0.12,10,0.11,1.52,26.4,78.8,113,0,NORMAL: Environmental telemetry within statutory parameters.
1716110440,SEC-CHP,0.12,5,0.34,2.26,27.7,74.5,55,0,NORMAL: Environmental telemetry within statutory parameters.
1716110560,SEC-WORKSHOP-3,0.13,7,0.15,1.43,28.3,68.6,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716110680,SEC-CHP,0.07,7,0.21,1.74,24.1,86.3,88,0,NORMAL: Environmental telemetry within statutory parameters.
1716110800,SEC-PIT-A,0.08,5,0.37,2.64,33.4,65.7,37,0,NORMAL: Environmental telemetry within statutory parameters.
1716110920,SEC-UG-L3,0.23,13,0.21,1.72,30.4,65.6,106,0,NORMAL: Environmental telemetry within statutory parameters.
1716111040,SEC-UG-L2,0.26,11,0.11,1.38,32.3,86.4,76,0,NORMAL: Environmental telemetry within statutory parameters.
1716111160,SEC-HAUL-RD,0.15,3,0.31,1.74,29.6,67.8,125,0,NORMAL: Environmental telemetry within statutory parameters.
1716111280,SEC-HAUL-RD,0.05,3,0.27,1.46,29.0,68.0,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716111400,SEC-WORKSHOP-3,0.12,8,0.37,2.56,25.7,64.2,140,0,NORMAL: Environmental telemetry within statutory parameters.
1716111520,SEC-UG-L3,0.33,17,0.15,2.17,31.6,75.6,132,0,NORMAL: Environmental telemetry within statutory parameters.
1716111640,SEC-UG-L3,0.11,5,0.34,2.48,27.6,83.9,129,0,NORMAL: Environmental telemetry within statutory parameters.
1716111760,SEC-WORKSHOP-3,0.06,8,0.22,1.91,26.3,87.2,77,0,NORMAL: Environmental telemetry within statutory parameters.
1716111880,SEC-UG-L3,0.42,3,0.12,2.34,28.6,73.6,89,0,NORMAL: Environmental telemetry within statutory parameters.
1716112000,SEC-PIT-A,0.05,11,0.19,2.16,35.0,84.4,39,0,NORMAL: Environmental telemetry within statutory parameters.
1716112120,SEC-CHP,0.09,12,0.18,0.96,30.5,87.3,44,0,NORMAL: Environmental telemetry within statutory parameters.
1716112240,SEC-PIT-B,0.13,4,0.25,1.92,35.4,81.1,118,0,NORMAL: Environmental telemetry within statutory parameters.
1716112360,SEC-CRUSHER,0.09,5,0.28,0.98,30.6,72.7,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716112480,SEC-CRUSHER,0.08,7,0.08,2.79,24.1,69.0,37,0,NORMAL: Environmental telemetry within statutory parameters.
1716112600,SEC-UG-L1,0.15,13,0.24,2.37,32.9,76.1,60,0,NORMAL: Environmental telemetry within statutory parameters.
1716112720,SEC-CHP,0.12,12,0.13,2.66,27.5,62.8,61,0,NORMAL: Environmental telemetry within statutory parameters.
1716112840,SEC-MAGAZINE,0.13,5,0.24,3.09,34.0,86.0,76,0,NORMAL: Environmental telemetry within statutory parameters.
1716112960,SEC-UG-L2,0.12,11,0.15,3.01,28.1,63.8,133,0,NORMAL: Environmental telemetry within statutory parameters.
1716113080,SEC-WORKSHOP-3,0.14,3,0.21,2.59,26.4,61.4,129,0,NORMAL: Environmental telemetry within statutory parameters.
1716113200,SEC-WORKSHOP-3,0.06,9,0.26,1.1,29.8,76.2,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716113320,SEC-MAGAZINE,0.12,4,0.36,2.58,32.6,68.9,80,0,NORMAL: Environmental telemetry within statutory parameters.
1716113440,SEC-UG-L2,0.09,19,0.19,1.41,34.9,60.5,49,0,NORMAL: Environmental telemetry within statutory parameters.
1716113560,SEC-CRUSHER,0.08,4,0.19,3.07,29.0,83.7,43,0,NORMAL: Environmental telemetry within statutory parameters.
1716113680,SEC-UG-L3,0.4,15,0.34,0.84,32.4,85.1,70,0,NORMAL: Environmental telemetry within statutory parameters.
1716113800,SEC-PIT-A,0.07,12,0.08,2.04,32.0,81.3,52,0,NORMAL: Environmental telemetry within statutory parameters.
1716113920,SEC-PIT-A,0.06,7,0.19,1.8,28.8,64.9,55,0,NORMAL: Environmental telemetry within statutory parameters.
1716114040,SEC-MAGAZINE,0.12,5,0.19,3.02,25.9,73.9,135,0,NORMAL: Environmental telemetry within statutory parameters.
1716114160,SEC-UG-L3,0.23,11,0.27,0.87,27.8,84.9,38,0,NORMAL: Environmental telemetry within statutory parameters.
1716114280,SEC-PIT-A,0.06,9,0.09,1.7,32.3,64.8,111,0,NORMAL: Environmental telemetry within statutory parameters.
1716114400,SEC-PIT-B,0.16,56,0.48,1.12,33.8,75.0,156,1,WARNING: Elevated Carbon Monoxide (56 ppm) detected. Probable spontaneous heating.
1716114520,SEC-UG-L1,0.45,3,0.17,1.93,25.5,78.4,67,0,NORMAL: Environmental telemetry within statutory parameters.
1716114640,SEC-CHP,0.11,4,0.22,2.6,26.3,66.1,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716114760,SEC-UG-L1,0.11,5,0.3,2.52,34.2,62.9,71,0,NORMAL: Environmental telemetry within statutory parameters.
1716114880,SEC-UG-L2,0.41,12,0.18,3.14,30.8,74.5,120,0,NORMAL: Environmental telemetry within statutory parameters.
1716115000,SEC-UG-L3,0.11,16,0.19,1.15,34.7,61.0,129,0,NORMAL: Environmental telemetry within statutory parameters.
1716115120,SEC-CRUSHER,0.13,5,0.08,2.32,26.7,71.1,136,0,NORMAL: Environmental telemetry within statutory parameters.
1716115240,SEC-PIT-A,0.09,8,0.14,2.89,28.7,87.8,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716115360,SEC-WORKSHOP-3,0.1,4,0.3,2.37,34.6,69.4,100,0,NORMAL: Environmental telemetry within statutory parameters.
1716115480,SEC-UG-L1,0.45,18,0.31,1.9,31.7,69.6,47,0,NORMAL: Environmental telemetry within statutory parameters.
1716115600,SEC-MAGAZINE,0.13,9,0.27,3.12,25.1,87.3,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716115720,SEC-PIT-B,0.12,5,0.34,1.54,30.4,86.3,90,0,NORMAL: Environmental telemetry within statutory parameters.
1716115840,SEC-MAGAZINE,0.13,11,0.14,2.82,32.9,65.6,63,0,NORMAL: Environmental telemetry within statutory parameters.
1716115960,SEC-CHP,0.13,12,0.34,2.06,30.1,75.1,137,0,NORMAL: Environmental telemetry within statutory parameters.
1716116080,SEC-MAGAZINE,0.06,5,0.27,2.86,33.7,81.0,63,0,NORMAL: Environmental telemetry within statutory parameters.
1716116200,SEC-UG-L1,0.53,16,0.34,1.47,27.4,85.2,86,0,NORMAL: Environmental telemetry within statutory parameters.
1716116320,SEC-CRUSHER,0.09,5,0.3,1.52,26.9,75.6,44,0,NORMAL: Environmental telemetry within statutory parameters.
1716116440,SEC-UG-L3,0.41,22,0.37,0.94,25.6,73.5,87,0,NORMAL: Environmental telemetry within statutory parameters.
1716116560,SEC-UG-L1,0.45,10,0.2,1.18,28.5,65.4,88,0,NORMAL: Environmental telemetry within statutory parameters.
1716116680,SEC-CHP,0.63,32,0.6,0.22,25.7,72.4,262,1,ALERT: Air velocity dropped to 0.22 m/s (Statutory Minimum: 0.5 m/s).
1716116800,SEC-UG-L3,0.05,6,0.24,2.06,31.2,73.2,133,0,NORMAL: Environmental telemetry within statutory parameters.
1716116920,SEC-WORKSHOP-3,0.05,12,0.22,0.97,34.5,69.6,131,0,NORMAL: Environmental telemetry within statutory parameters.
1716117040,SEC-UG-L3,0.06,11,0.11,1.92,25.9,79.9,109,0,NORMAL: Environmental telemetry within statutory parameters.
1716117160,SEC-WORKSHOP-3,0.06,4,0.11,2.56,33.9,66.8,111,0,NORMAL: Environmental telemetry within statutory parameters.
1716117280,SEC-WORKSHOP-3,0.15,9,0.1,1.05,27.2,80.3,133,0,NORMAL: Environmental telemetry within statutory parameters.
1716117400,SEC-UG-L3,0.37,13,0.21,2.81,25.0,62.8,80,0,NORMAL: Environmental telemetry within statutory parameters.
1716117520,SEC-WORKSHOP-3,0.09,12,0.21,1.44,33.5,73.7,134,0,NORMAL: Environmental telemetry within statutory parameters.
1716117640,SEC-HAUL-RD,0.08,11,0.34,2.4,30.9,76.5,40,0,NORMAL: Environmental telemetry within statutory parameters.
1716117760,SEC-PIT-B,0.05,6,0.19,2.41,28.9,71.0,112,0,NORMAL: Environmental telemetry within statutory parameters.
1716117880,SEC-PIT-A,0.13,10,0.25,2.05,33.4,77.6,86,0,NORMAL: Environmental telemetry within statutory parameters.
1716118000,SEC-CRUSHER,0.04,12,0.13,2.31,25.1,85.8,77,0,NORMAL: Environmental telemetry within statutory parameters.
1716118120,SEC-PIT-A,0.13,7,0.19,2.44,35.2,67.0,80,0,NORMAL: Environmental telemetry within statutory parameters.
1716118240,SEC-WORKSHOP-3,0.08,7,0.31,1.19,32.9,75.3,106,0,NORMAL: Environmental telemetry within statutory parameters.
1716118360,SEC-CHP,0.12,5,0.33,2.86,28.0,75.1,77,0,NORMAL: Environmental telemetry within statutory parameters.
1716118480,SEC-UG-L2,0.2,5,0.27,1.55,31.4,81.2,98,0,NORMAL: Environmental telemetry within statutory parameters.
1716118600,SEC-UG-L2,0.4,14,0.18,1.85,32.7,86.9,81,0,NORMAL: Environmental telemetry within statutory parameters.
1716118720,SEC-CHP,0.45,84,0.89,1.23,30.2,71.1,193,1,WARNING: Elevated Carbon Monoxide (84 ppm) detected. Probable spontaneous heating.
1716118840,SEC-PIT-B,0.05,12,0.35,2.39,25.7,69.5,68,0,NORMAL: Environmental telemetry within statutory parameters.
1716118960,SEC-CHP,0.14,4,0.33,2.57,27.4,76.0,137,0,NORMAL: Environmental telemetry within statutory parameters.
1716119080,SEC-PIT-B,0.06,3,0.15,1.17,24.3,66.3,70,0,NORMAL: Environmental telemetry within statutory parameters.
1716119200,SEC-UG-L2,0.16,9,0.12,1.51,33.9,73.5,37,0,NORMAL: Environmental telemetry within statutory parameters.
1716119320,SEC-WORKSHOP-3,0.1,12,0.14,1.25,30.7,77.6,101,0,NORMAL: Environmental telemetry within statutory parameters.
1716119440,SEC-CRUSHER,0.12,8,0.32,1.43,28.2,85.9,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716119560,SEC-UG-L2,0.22,7,0.18,2.79,26.8,75.1,124,0,NORMAL: Environmental telemetry within statutory parameters.
1716119680,SEC-UG-L1,0.51,19,0.29,2.08,33.3,76.9,48,0,NORMAL: Environmental telemetry within statutory parameters.
1716119800,SEC-CHP,0.11,11,0.33,1.34,30.6,61.5,69,0,NORMAL: Environmental telemetry within statutory parameters.
1716119920,SEC-HAUL-RD,0.11,4,0.37,1.21,29.2,78.2,106,0,NORMAL: Environmental telemetry within statutory parameters.
1716120040,SEC-CHP,0.12,4,0.28,0.96,27.2,67.1,127,0,NORMAL: Environmental telemetry within statutory parameters.
1716120160,SEC-PIT-A,0.09,5,0.38,1.32,27.6,79.5,92,0,NORMAL: Environmental telemetry within statutory parameters.
1716120280,SEC-UG-L3,0.33,19,0.36,1.15,35.3,76.4,104,0,NORMAL: Environmental telemetry within statutory parameters.
1716120400,SEC-PIT-A,0.05,8,0.26,2.66,31.1,74.8,44,0,NORMAL: Environmental telemetry within statutory parameters.
1716120520,SEC-UG-L1,0.17,22,0.31,3.18,24.3,86.0,58,0,NORMAL: Environmental telemetry within statutory parameters.
1716120640,SEC-PIT-B,0.05,9,0.25,3.08,33.3,70.7,84,0,NORMAL: Environmental telemetry within statutory parameters.
1716120760,SEC-WORKSHOP-3,0.08,4,0.17,1.23,34.1,74.0,90,0,NORMAL: Environmental telemetry within statutory parameters.
1716120880,SEC-UG-L1,0.14,14,0.38,2.32,29.2,62.6,78,0,NORMAL: Environmental telemetry within statutory parameters.
1716121000,SEC-UG-L3,2.28,16,0.64,0.73,35.1,74.8,40,1,CRITICAL: Methane concentration (2.28%) exceeded statutory limit (1.25%) in SEC-UG-L3.
1716121120,SEC-PIT-A,0.07,12,0.25,2.86,26.2,77.4,57,0,NORMAL: Environmental telemetry within statutory parameters.
1716121240,SEC-UG-L1,0.54,6,0.34,2.99,28.3,65.0,111,0,NORMAL: Environmental telemetry within statutory parameters.
1716121360,SEC-WORKSHOP-3,0.14,5,0.23,2.75,24.3,61.1,91,0,NORMAL: Environmental telemetry within statutory parameters.
1716121480,SEC-MAGAZINE,0.13,4,0.32,1.55,25.2,79.1,72,0,NORMAL: Environmental telemetry within statutory parameters.
1716121600,SEC-HAUL-RD,0.14,10,0.14,1.17,34.6,86.3,113,0,NORMAL: Environmental telemetry within statutory parameters.
1716121720,SEC-MAGAZINE,0.13,4,0.28,0.96,28.2,66.7,66,0,NORMAL: Environmental telemetry within statutory parameters.
1716121840,SEC-WORKSHOP-3,0.08,8,0.1,3.16,33.3,85.5,96,0,NORMAL: Environmental telemetry within statutory parameters.
1716121960,SEC-HAUL-RD,0.1,8,0.35,2.15,30.1,71.0,124,0,NORMAL: Environmental telemetry within statutory parameters.
1716122080,SEC-MAGAZINE,0.07,5,0.21,1.28,28.9,72.2,115,0,NORMAL: Environmental telemetry within statutory parameters.
1716122200,SEC-PIT-B,0.09,8,0.25,2.26,29.7,82.0,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716122320,SEC-UG-L3,0.4,19,0.33,1.25,27.5,76.4,46,0,NORMAL: Environmental telemetry within statutory parameters.
1716122440,SEC-HAUL-RD,0.11,3,0.24,0.91,28.4,69.8,73,0,NORMAL: Environmental telemetry within statutory parameters.
1716122560,SEC-MAGAZINE,0.32,10,0.25,2.36,34.5,62.8,502,1,ALERT: Airborne respirable dust concentration (502 mg/m³) exceeded DGMS permissible limits.
1716122680,SEC-UG-L1,0.4,5,0.29,1.99,31.4,60.4,108,0,NORMAL: Environmental telemetry within statutory parameters.
1716122800,SEC-CRUSHER,0.12,7,0.08,1.38,34.5,69.3,139,0,NORMAL: Environmental telemetry within statutory parameters.
1716122920,SEC-UG-L1,0.46,14,0.36,1.76,25.6,66.9,54,0,NORMAL: Environmental telemetry within statutory parameters.
1716123040,SEC-UG-L3,0.26,21,0.29,2.97,26.4,84.6,74,0,NORMAL: Environmental telemetry within statutory parameters.
1716123160,SEC-UG-L3,0.05,16,0.19,2.82,33.4,73.7,59,0,NORMAL: Environmental telemetry within statutory parameters.
1716123280,SEC-HAUL-RD,0.11,19,0.14,2.38,31.3,63.2,516,1,ALERT: Airborne respirable dust concentration (516 mg/m³) exceeded DGMS permissible limits.
1716123400,SEC-WORKSHOP-3,0.65,43,0.71,0.21,28.6,75.0,267,1,ALERT: Air velocity dropped to 0.21 m/s (Statutory Minimum: 0.5 m/s).
1716123520,SEC-UG-L3,0.17,6,0.2,2.93,34.9,75.5,60,0,NORMAL: Environmental telemetry within statutory parameters.
1716123640,SEC-WORKSHOP-3,0.1,3,0.22,1.06,24.4,70.9,64,0,NORMAL: Environmental telemetry within statutory parameters.
1716123760,SEC-PIT-B,0.13,6,0.21,1.69,25.6,76.7,129,0,NORMAL: Environmental telemetry within statutory parameters.
1716123880,SEC-PIT-A,0.1,6,0.31,2.54,30.5,86.6,40,0,NORMAL: Environmental telemetry within statutory parameters.
1716124000,SEC-CHP,0.07,5,0.19,1.28,24.6,70.6,117,0,NORMAL: Environmental telemetry within statutory parameters.
1716124120,SEC-UG-L3,0.15,9,0.18,2.53,34.0,61.9,38,0,NORMAL: Environmental telemetry within statutory parameters.
1716124240,SEC-UG-L2,0.19,8,0.12,3.11,25.3,61.8,42,0,NORMAL: Environmental telemetry within statutory parameters.
1716124360,SEC-MAGAZINE,0.11,5,0.3,1.57,25.7,62.9,39,0,NORMAL: Environmental telemetry within statutory parameters.
1716124480,SEC-UG-L2,1.84,27,0.68,0.77,32.8,61.0,97,1,CRITICAL: Methane concentration (1.84%) exceeded statutory limit (1.25%) in SEC-UG-L2.
1716124600,SEC-MAGAZINE,0.38,17,0.18,2.23,34.5,66.7,710,1,ALERT: Airborne respirable dust concentration (710 mg/m³) exceeded DGMS permissible limits.
1716124720,SEC-WORKSHOP-3,0.08,10,0.22,2.96,30.2,70.1,93,0,NORMAL: Environmental telemetry within statutory parameters.
1716124840,SEC-UG-L1,0.41,15,0.38,2.92,32.5,72.1,82,0,NORMAL: Environmental telemetry within statutory parameters.
1716124960,SEC-UG-L3,0.27,20,0.34,3.17,33.7,69.9,51,0,NORMAL: Environmental telemetry within statutory parameters.
1716125080,SEC-CRUSHER,0.09,10,0.21,1.73,27.9,78.6,81,0,NORMAL: Environmental telemetry within statutory parameters.
